Author Name,Auth-ID,Number of Documents,Subject Area,Orc_ID,
"Rogers, Patterson",55837705700,2,"Social Sciences
",,
"Rogowski, Stephen J.",57203388082,2,"Computer Science
Social Sciences
",,
"Rosario-Garcia, E.",6507132957,2,"Engineering
Physics and Astronomy
",,
"Rosenberg, E.",57216138229,2,"Chemistry
Chemical Engineering
Materials Science
Biochemistry, Genetics and Molecular Biology
",,
"Rosenthal, Arthur",7203080172,2,"Materials Science
Chemistry
",,
"Rosman, Heather",22986192500,2,"Psychology
",,
"Rosner, Stefan W.",7005344465,2,"Earth and Planetary Sciences
Physics and Astronomy
Environmental Science
",,
"Rossi, Anthony L.",57010018300,2,"Chemistry
Chemical Engineering
",,
"Rotundo, Barbara",6506179113,2,"Arts and Humanities
Environmental Science
",,
"Roychowdhury, Sheema B.",7005297378,2,"Chemistry
Environmental Science
",,
"Rozett, Martha Tuck",56090276700,2,"Arts and Humanities
",,
"Rudden, Maria Rita",24552692100,2,"Social Sciences
Business, Management and Accounting
Psychology
",,
"Russo, Guy R.",7202429881,2,"Agricultural and Biological Sciences
",,
"Russo, Pasquale N.",57204597684,2,"Environmental Science
Energy
Medicine
",,
"Ryan, Allicia",57197910401,2,"Neuroscience
Medicine
",,
"Ryan, Sean",57198803823,2,"Social Sciences
Arts and Humanities
Computer Science
",,
"Saha, Chantu",15121719300,2,"Chemical Engineering
Chemistry
Biochemistry, Genetics and Molecular Biology
",,
"Sahoo, Manjulata",55513024200,2,"Physics and Astronomy
Engineering
Materials Science
",,
"Salih Hizir, Mustafa",56845751200,2,"Chemistry
Biochemistry, Genetics and Molecular Biology
Physics and Astronomy
Materials Science
",,
"Salkin, Robert",57225256489,2,"Social Sciences
Arts and Humanities
Computer Science
",,
"Salomon, David",7102246114,2,"Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
",,
"Samartino, Janet S.",15134209200,2,"Chemistry
",,
"Sampath, Meera",57208779193,2,"Engineering
Energy
Computer Science
Social Sciences
",,
"Sangster, Niquiche",9635415700,2,"Biochemistry, Genetics and Molecular Biology
Medicine
",,
"Santiago, Rachel",57198083911,2,"Chemistry
Chemical Engineering
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
",,
"Sapirstein, Ray",38162444800,2,"Arts and Humanities
Social Sciences
",,
"Sarkar, Anwesha",57225752758,2,"Biochemistry, Genetics and Molecular Biology
Multidisciplinary
",,
"Sarkar, Kahini",57219823425,2,"Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
",,
"Sarwar, Mohammad",57192112634,2,"Medicine
Social Sciences
Environmental Science
Nursing
Health Professions
",,
"Sasaki, Yuriko",56111370300,2,"Social Sciences
Psychology
",,
"Sayre, Jackie L.",56684576500,2,"Biochemistry, Genetics and Molecular Biology
",,
"Scatton, Ernest A.",24552619400,2,"Arts and Humanities
Social Sciences
",,
"Scatton, Linda H.",57208997080,2,"Environmental Science
Agricultural and Biological Sciences
Arts and Humanities
",,
"Schaller, Juli A.",57013341600,2,"Psychology
Social Sciences
",,
"Scheck, Helene",38261735500,2,"Arts and Humanities
",,
"Scheiber, Isabella B.R.",57192988027,2,"Agricultural and Biological Sciences
",,
"Schick, Edgar B.",57192356593,2,"Social Sciences
",,
"Schneider, Mary Jane",55227736100,2,"Medicine
Health Professions
Neuroscience
",,
"Schoultz, Lynsey",57902513500,2,"Medicine
Health Professions
Social Sciences
Environmental Science
",,
"Schowalter, Sean",57188703943,2,"Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Medicine
",,
"Schulenberg, Shirley",16046008600,2,"Chemistry
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Pharmacology, Toxicology and Pharmaceutics
",,
"Schwab, Michael",53869532800,2,"Energy
Earth and Planetary Sciences
",,
"Schwam, Michelle Friedman",8084103300,2,"Psychology
Medicine
",,
"Se, Hunyun",8925234400,2,"Environmental Science
Medicine
",,
"Seaver, Margaret",7004070979,2,"Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
",,
"Seeley, Jason P.",56567628800,2,"Chemistry
Biochemistry, Genetics and Molecular Biology
Materials Science
Chemical Engineering
",,
"Semprevivo, Philip",6507159733,2,"Computer Science
Engineering
Decision Sciences
",,
"Serrone, D. M.",57214092028,2,"Medicine
Social Sciences
",,
"Sexton, E. H.",24552635500,2,"Physics and Astronomy
",,
"Shaaban, Ahmed A.",57194391209,2,"Earth and Planetary Sciences
",0000-0002-6524-3359,
"Shackelton, Lisa M.",6507701538,2,"Biochemistry, Genetics and Molecular Biology
",,
"Shahid, Faryal",57200496137,2,"Medicine
Nursing
",,
"Shannon, Choe E.",57192944103,2,"Psychology
Business, Management and Accounting
",,
"Shao, Binbin",8044601500,2,"Agricultural and Biological Sciences
Environmental Science
Neuroscience
",,
"Shapiro, Charles S.",22983617700,2,"Physics and Astronomy
",,
"Shapiro, Linda S.",36818688600,2,"Medicine
Biochemistry, Genetics and Molecular Biology
Mathematics
Psychology
Decision Sciences
",,
"Sharoichenko, O. V.",9036393300,2,"Environmental Science
Materials Science
Chemistry
",,
"Shea, Peter",57815142600,2,"Social Sciences
Computer Science
",,
"Sheehy, Melissa J.",8902145000,2,"Medicine
Psychology
",,
"Shelley, Walter W.",57200915855,2,"Psychology
Social Sciences
",,
"Shen, S. P.",57225964173,2,"",,
"Shen, Yinzhi",57224315362,2,"Medicine
Multidisciplinary
",,
"Shen, Yuchuan",56651374300,2,"Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Chemistry
Neuroscience
",,
"Shimizu, Nobuyuki",36900519400,2,"Computer Science
Arts and Humanities
Business, Management and Accounting
Social Sciences
",,
"Shiratori, Yuko",57206388215,2,"Arts and Humanities
Social Sciences
",,
"Shokhor, S.",57193099058,2,"Materials Science
",,
"Short, Brandon",57902097500,2,"Medicine
Health Professions
Social Sciences
Environmental Science
",,
"Shotwell, Carl R.",57211666093,2,"Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Medicine
",,
"Shu, Haizhao",24349454800,2,"Chemistry
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
",,
"Sicker, John",57219335512,2,"Earth and Planetary Sciences
Engineering
",,
"Siegel, Atara",57196425434,2,"Medicine
Pharmacology, Toxicology and Pharmaceutics
Psychology
Social Sciences
",,
"Silberberg, Steven R.",7003457406,2,"Earth and Planetary Sciences
",,
"Simms, Robert",26037585700,2,"Arts and Humanities
Social Sciences
",,
"Simon, Lorna",57191099756,2,"Psychology
Social Sciences
",,
"Singer, Maureen",7401654933,2,"Social Sciences
Psychology
",,
"Singh, V.",57213256424,2,"Neuroscience
",,
"Siracusa, Karen",16455945000,2,"Psychology
Agricultural and Biological Sciences
",,
"Sivers, Nelson L.",6602270292,2,"Physics and Astronomy
Engineering
",,
"Skau, Marianne",8084103500,2,"Psychology
Medicine
",,
"Skawinski, Edward",12777933500,2,"Social Sciences
Engineering
Computer Science
",,
"Slavkin, Stacey L.",9845596200,2,"Psychology
Medicine
",,
"Slessareva, Elisaveta",6507540458,2,"Psychology
Medicine
",,
"Smith, Brandon",7501688215,2,"Engineering
Earth and Planetary Sciences
",,
"Smith, Brian G.",55476119100,2,"Physics and Astronomy
Chemistry
Medicine
Biochemistry, Genetics and Molecular Biology
",,
"Smith, Joshua",57210598438,2,"Social Sciences
",,
"Smith, Molly B.",57193546165,2,"Earth and Planetary Sciences
",,
"Smith, Nakesha L.",54895786500,2,"Biochemistry, Genetics and Molecular Biology
Engineering
",,
"Snyder, Michele A.",55648988200,2,"Social Sciences
",,
"Soares, Nicholas",56346039000,2,"Computer Science
Social Sciences
Decision Sciences
",,
"Sokol, Roger",36911902100,2,"Medicine
",,
"Solimine, Stephen L.",57219745655,2,"Earth and Planetary Sciences
",,
"Solnick, Bruce B.",57189720354,2,"Arts and Humanities
",,
"Solomon, S. J.",7401460850,2,"Medicine
",,
"Song, Jae G.",55500974200,2,"Economics, Econometrics and Finance
Health Professions
Nursing
Social Sciences
",,
"Song, Qian",57673692600,2,"Social Sciences
",,
"Song, Yangyang",57195398231,2,"Earth and Planetary Sciences
",,
"Soto, Nicolas",57202682551,2,"Computer Science
Medicine
",,
"Spanier, Bonnie P.",57196538801,2,"Arts and Humanities
Medicine
Social Sciences
",,
"Spillane, Sean R.",55817630500,2,"Computer Science
Decision Sciences
",,
"Stahl, Ken",55841605800,2,"Social Sciences
Arts and Humanities
Computer Science
",,
"Stanley, Rebecca",56114056200,2,"Social Sciences
Engineering
Computer Science
",,
"Stanwicks, Kabel Nathan",57195317999,2,"Social Sciences
Computer Science
",,
"Stark, Austin",57209587337,2,"Environmental Science
Pharmacology, Toxicology and Pharmaceutics
",,
"Stein, Jürgen",57199869531,2,"Physics and Astronomy
Materials Science
",,
"Stevens, Bradley R.",7201504901,2,"Social Sciences
Medicine
Psychology
",,
"Stewart, Margaret M.",57066074600,2,"Agricultural and Biological Sciences
",,
"Stillman, Jonathan",36932800800,2,"Computer Science
Mathematics
",,
"Stocks, Michael T.",7003294011,2,"Medicine
Social Sciences
",,
"Stone, Melissa",56457365600,2,"Agricultural and Biological Sciences
Environmental Science
Biochemistry, Genetics and Molecular Biology
",,
"Storr, Dawn M.",25935342000,2,"Psychology
",,
"Stover, Barbara",7005197926,2,"Engineering
Environmental Science
",,
"Strunk, Richard J.",57198153160,2,"Chemistry
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
",,
"Struthwolf, MARK E.",6507448334,2,"Earth and Planetary Sciences
Environmental Science
",,
"Sturmer, Paul J.",6507832437,2,"Psychology
Medicine
",,
"Suitor, Robin",57902097700,2,"Medicine
Health Professions
Environmental Science
Social Sciences
",,
"Süli, M.",22977842800,2,"Physics and Astronomy
Materials Science
Engineering
",,
"Sun, Hong",57902513100,2,"Medicine
Health Professions
Environmental Science
Social Sciences
",,
"Sun, Jinyu",56171709200,2,"Chemistry
",,
"Sun, Xiao",56139082700,2,"Chemistry
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
",,
"Sun, Yuanqiang",56174898000,2,"Chemistry
Biochemistry, Genetics and Molecular Biology
",,
"Sutton, Gretchen M.",36158843200,2,"Medicine
Social Sciences
",,
"Sutton, Jeannette",57810178800,2,"Earth and Planetary Sciences
Environmental Science
Social Sciences
Engineering
Medicine
",,
"Svahn, Britt Marie",36824882000,2,"Biochemistry, Genetics and Molecular Biology
Chemistry
",,
"Swagler, Michelle A.",6507980627,2,"Medicine
Psychology
",,
"Syrewicz, C. Connor",57355211700,2,"Arts and Humanities
",,
"Talka, Kristin",55431397600,2,"Psychology
Arts and Humanities
",,
"Tang, Fei",57215882097,2,"Medicine
Nursing
",,
"Tang, Tang",36867091800,2,"Physics and Astronomy
Engineering
Materials Science
",,
"Tang, Zequn",57192590917,2,"Social Sciences
",,
"Tapia, Sergio",57132587100,2,"Nursing
Medicine
",,
"Taylor, Elisabeth M.",16437892600,2,"Business, Management and Accounting
Psychology
",,
"Terenna, Barry",6507942148,2,"Biochemistry, Genetics and Molecular Biology
Chemistry
Materials Science
",,
"Tetreault, Laura",57519779800,2,"Social Sciences
Medicine
",,
"Thallam, K. K.",6506968242,2,"Physics and Astronomy
Chemistry
Biochemistry, Genetics and Molecular Biology
",,
"Thallum, K. K.",6504814311,2,"Biochemistry, Genetics and Molecular Biology
",,
"Theriault, Kraig M.",8555157900,2,"Neuroscience
Agricultural and Biological Sciences
Medicine
Biochemistry, Genetics and Molecular Biology
",,
"Thibodeau, John R.",7005882244,2,"Psychology
Medicine
",,
"Thomas, James A.",55493184000,2,"Psychology
Social Sciences
",,
"Thomas, Siji",57198912683,2,"Agricultural and Biological Sciences
Chemistry
Multidisciplinary
",,
"Thomas, Stephen P.",55456104100,2,"Chemistry
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
",,
"Tian, J.",57688986700,2,"Earth and Planetary Sciences
Multidisciplinary
",,
"Tian, Jianbo",36983684000,2,"Economics, Econometrics and Finance
",,
"Tifft, Rosamond",57026197300,2,"Social Sciences
",,
"Tineo, Yajaira A.Cabrera",57222023960,2,"Psychology
Business, Management and Accounting
Medicine
Social Sciences
",,
"Ting, Liu",36887400700,2,"Social Sciences
Arts and Humanities
Business, Management and Accounting
Computer Science
",,
"Tomchik, Paul",57110382700,2,"Computer Science
Social Sciences
Engineering
Environmental Science
Mathematics
Decision Sciences
",,
"Toropov, Yuriy V.",57199604207,2,"Health Professions
Medicine
Biochemistry, Genetics and Molecular Biology
",,
"Toscana, Paul J.",57194676392,2,"Chemistry
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
",,
"Towne, John P.",57195495001,2,"Psychology
",,
"Trachtenberg, Barry",54582837100,2,"Arts and Humanities
Social Sciences
",,
"Trahan, Emery",57503656700,2,"Economics, Econometrics and Finance
Social Sciences
",,
"Trilling, Carol",24571803200,2,"Social Sciences
Psychology
Medicine
",,
"Trinkala, Michael",22977469500,2,"Physics and Astronomy
",,
"Truong, Phuong C.",7003767544,2,"Medicine
",,
"Tsai, Hsuchun",57204685426,2,"Biochemistry, Genetics and Molecular Biology
Chemistry
",,
"Tse, Man Kit",24476886000,2,"Computer Science
",,
"Tuecke, John E.",57205214997,2,"Computer Science
Social Sciences
",,
"Tuenge, D. T.",7801389917,2,"Physics and Astronomy
Materials Science
",,
"Turetsky, David",57257479100,2,"Medicine
Environmental Science
Social Sciences
",,
"Ur Rehman, Mahboob",56890992400,2,"Materials Science
Physics and Astronomy
Mathematics
Engineering
Medicine
Computer Science
",,
"Urman, Michelle A.",57345893100,2,"Medicine
Biochemistry, Genetics and Molecular Biology
Computer Science
",,
"Uzunbas, Gizem Karsli",57209913307,2,"Biochemistry, Genetics and Molecular Biology
",,
"Vacca, Joseph G.",7005122485,2,"Biochemistry, Genetics and Molecular Biology
Medicine
",,
"van Saders, Jessica",57200325346,2,"Social Sciences
",,
"Vandervorst, Philippe",57217982891,2,"Neuroscience
Multidisciplinary
",,
"Varadarajulu, Deepa",8214639300,2,"Medicine
Environmental Science
",,
"Ventura, Mónica I.",57218378087,2,"Chemistry
",,
"Verdejo, Toni Rose",57194172112,2,"Psychology
",,
"VerWys, Christopher A.",6506562193,2,"Psychology
Neuroscience
",,
"Vinadogrova, Tatiana",24339749600,2,"Biochemistry, Genetics and Molecular Biology
Chemistry
",,
"Visser, F. A.",7005532130,2,"Immunology and Microbiology
Environmental Science
Biochemistry, Genetics and Molecular Biology
",,
"Viswanadha, Sreenivasa Rao",57219596567,2,"Computer Science
",,
"Voce, Daniel A.",14049547500,2,"Mathematics
",,
"Wagner, Alan P.",24459915400,2,"Economics, Econometrics and Finance
Social Sciences
Business, Management and Accounting
",,
"Walden, Nicole J.",57222408905,2,"Medicine
Psychology
",,
"Wallace, Brendan",57130035000,2,"Earth and Planetary Sciences
",,
"Wang, Lida",23037040800,2,"Mathematics
Computer Science
Biochemistry, Genetics and Molecular Biology
",,
"Wang, Limin",57196333642,2,"Biochemistry, Genetics and Molecular Biology
",,
"Wang, Lushun",57205395820,2,"Chemistry
Physics and Astronomy
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
",,
"Wang, Yan",7601504011,2,"Earth and Planetary Sciences
Physics and Astronomy
",,
"Wapner, John H.",36715519600,2,"Psychology
",,
"Ward, Robert B.",35220870900,2,"Social Sciences
Economics, Econometrics and Finance
",,
"Waring, Anne M.",16049949300,2,"Chemistry
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
",,
"Washington, Jacqueline",55236565600,2,"Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Medicine
",,
"Watanabe, T.",56918173100,2,"Earth and Planetary Sciences
",,
"Watkins, Steven G.",7201673141,2,"Social Sciences
",,
"Wawrzycki, Jo Anna M.",6508204936,2,"Neuroscience
Medicine
Psychology
Biochemistry, Genetics and Molecular Biology
",,
"Webster, Ken",7102514731,2,"Materials Science
Engineering
Energy
",,
"Wei, Xue",57555071700,2,"Computer Science
Engineering
Medicine
Decision Sciences
",,
"Weiman Xu",7409903207,2,"Business, Management and Accounting
Social Sciences
",,
"Weiss, J. L.",57196992899,2,"Medicine
Multidisciplinary
Biochemistry, Genetics and Molecular Biology
",,
"Weng, Jiaping",57200691634,2,"Chemistry
Biochemistry, Genetics and Molecular Biology
",,
"Werder, Jessica L.",16311381600,2,"Medicine
Social Sciences
Economics, Econometrics and Finance
Psychology
",,
"Westbrook, Perry D.",57167445400,2,"Arts and Humanities
",,
"White, Gary W.",7403458238,2,"Multidisciplinary
Earth and Planetary Sciences
",,
"White, Sarah Finkelberg",8084103000,2,"Psychology
Business, Management and Accounting
",,
"Whittaker, Carol",12144122300,2,"Medicine
",,
"Wildman, Julie",25933736700,2,"Psychology
Social Sciences
",,
"Wilkinson, H. Jean",7103040802,2,"Medicine
",,
"Williams, David C.",57199035596,2,"Social Sciences
Psychology
",,
"Williams, Oscar R.",55969620900,2,"Arts and Humanities
",,
"Williford, Eva M.",57208466307,2,"Medicine
Multidisciplinary
",,
"Winkler, William",16515630500,2,"Mathematics
",,
"Winning, Cheryl D.",8981498800,2,"Medicine
Psychology
",,
"Winston, Priya",57207688778,2,"Medicine
Social Sciences
",,
"Wizner, Francine",55159747500,2,"Social Sciences
",,
"Wolf, Lauren",56270490200,2,"Mathematics
",,
"Wolfe, Mark",42762499300,2,"Social Sciences
Arts and Humanities
",,
"Wolff, Bettina H.",7102856345,2,"Social Sciences
Computer Science
",,
"Wolle, Abdulazize",57258008000,2,"Medicine
Nursing
",,
"Wong, Song",57225722518,2,"Earth and Planetary Sciences
Physics and Astronomy
",,
"Wood, Daniel",57201704424,2,"Mathematics
",,
"Wood, Virginia M.",36894080000,2,"Psychology
Medicine
Social Sciences
",,
"Wright, Heidi R.",56016807100,2,"Medicine
",,
"Wu, Di",57198897561,2,"Physics and Astronomy
",,
"Wu, Fen Chieh Felice",57129459700,2,"Social Sciences
",,
"Wu, Jingsi",57221513084,2,"Social Sciences
Arts and Humanities
Computer Science
",,
"Wu, Jingsi",57221513105,2,"Social Sciences
",,
"Wu, Yifeng",56093283800,2,"Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
",,
"Wunderlich, Mark Emerson",35891658300,2,"Social Sciences
Arts and Humanities
",,
"Xie, Qiang",57198944206,2,"Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
",,
"Xu, B.",55245626900,2,"Computer Science
Chemical Engineering
",,
