"","Author.Name","Auth.ID","Number.of.Documents","Subject.Area","Orc_ID","X"
"3158","Jiang Tao",57360169300,2,"Environmental Science
Computer Science
Energy
Social Sciences
Medicine
","",NA
"3159","Jiang Tao",57427234600,2,"Environmental Science
Biochemistry, Genetics and Molecular Biology
","",NA
"3160","Jin Shengxin",7401822348,2,"Earth and Planetary Sciences
Physics and Astronomy
Environmental Science
","",NA
"3161","Jo Heyseoung",57104502400,2,"Computer Science
","",NA
"3162","Jobin-Davis Kevin",6507548964,2,"Psychology
Business, Management and Accounting
","",NA
"3163","Johnpoll Bernard K.",57157314500,2,"Arts and Humanities
Business, Management and Accounting
","",NA
"3164","Johnson Boris G.",8636229500,2,"Environmental Science
","",NA
"3165","Johnson David T.",56128855600,2,"Physics and Astronomy
","",NA
"3166","Johnson Richard M.",57194390600,2,"Medicine
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
","",NA
"3167","Johnson September",57202911280,2,"Social Sciences
Psychology
","",NA
"3168","Jones Michael",7501846270,2,"Physics and Astronomy
Materials Science
Chemistry
","",NA
"3169","Joyce Eileen",7006398248,2,"Psychology
Chemistry
Chemical Engineering
","",NA
"3170","Juncker Paul",16530647400,2,"Earth and Planetary Sciences
Social Sciences
Environmental Science
","",NA
"3171","Jung Ellie Seoe",57657723000,2,"Computer Science
Decision Sciences
","",NA
"3172","Jury Mark",7006729641,2,"Social Sciences
","",NA
"3173","Kaftan-Kassim May A.",23054465000,2,"Multidisciplinary
","",NA
"3174","Kalamaras John S.",56038197700,2,"Medicine
","",NA
"3175","Kaman Mitchell",6505908087,2,"Psychology
Arts and Humanities
Medicine
Neuroscience
","",NA
"3176","Kane Maeve",56050921500,2,"Arts and Humanities
Social Sciences
","",NA
"3177","Kantrowitz B. Michael",6603810325,2,"Engineering
","",NA
"3178","Kanwar Prachayani Praphamontripong",56451626200,2,"Social Sciences
","",NA
"3179","Kao Hsin Sheng C.",57190482821,2,"Arts and Humanities
","",NA
"3180","Karl Nicholas",57194030360,2,"Biochemistry, Genetics and Molecular Biology
","",NA
"3181","Katnelson Alex",6507468926,2,"Materials Science
Engineering
","",NA
"3182","Kaur Simi",57208802582,2,"Biochemistry, Genetics and Molecular Biology
","",NA
"3183","Kawakami Katsuhiko",56253643900,2,"Chemistry
","",NA
"3184","Kazakov Oleksandr",56702843900,2,"Physics and Astronomy
Chemistry
Materials Science
Biochemistry, Genetics and Molecular Biology
Engineering
","",NA
"3185","Kearns Rosalie Morales",32367601600,2,"Arts and Humanities
Social Sciences
","",NA
"3186","Kela Devinder K.",24355867300,2,"Physics and Astronomy
Chemistry
","",NA
"3187","Keller Sean",55657435900,2,"Chemistry
Chemical Engineering
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
","",NA
"3188","Kellis Daniel",6508125428,2,"Chemistry
Physics and Astronomy
","",NA
"3189","Kelly Chris",57197591111,2,"Physics and Astronomy
Engineering
Materials Science
Mathematics
Computer Science
","",NA
"3190","Kelly Kristine L.",7401769956,2,"Decision Sciences
Mathematics
Social Sciences
","",NA
"3191","Kemmerer Frances",24457796600,2,"Business, Management and Accounting
Economics, Econometrics and Finance
Computer Science
Social Sciences
","",NA
"3192","Kendall Kathleen Edgerton",56930092200,2,"Social Sciences
Arts and Humanities
","",NA
"3193","Keough Brian",6602665244,2,"Social Sciences
","",NA
"3194","Keshishian L. G.",6508312120,2,"Earth and Planetary Sciences
","",NA
"3195","Keys Barbara J.",56986857400,2,"Biochemistry, Genetics and Molecular Biology
","",NA
"3196","Khan Abdul",57194492040,2,"Physics and Astronomy
Materials Science
Engineering
","",NA
"3197","Khoury Nabeel A.",57190104679,2,"Social Sciences
Arts and Humanities
","",NA
"3198","Kim Hee-chul",56981518700,2,"Arts and Humanities
Medicine
Social Sciences
","",NA
"3199","Kim Helen",56981406300,2,"Psychology
","",NA
"3200","Kim Himi T.",16463793600,2,"Environmental Science
Pharmacology, Toxicology and Pharmaceutics
","",NA
"3201","Kim I. J.",57198915569,2,"Physics and Astronomy
","",NA
"3202","Kim Jiyoon Jessica",57208556527,2,"Materials Science
Physics and Astronomy
","",NA
"3203","Kim Kihyun S.",35116807800,2,"Environmental Science
Pharmacology, Toxicology and Pharmaceutics
","",NA
"3204","Kim Yanghyun",57219649816,2,"Computer Science
Social Sciences
Psychology
","",NA
"3205","Kinney Elizabeth A.",7102799569,2,"Pharmacology, Toxicology and Pharmaceutics
Environmental Science
","",NA
"3206","Kintner Evelyn",55308394400,2,"Medicine
","",NA
"3207","Klimetz Michael P.",6504726825,2,"Earth and Planetary Sciences
","",NA
"3208","Knight Jonathan",57189528426,2,"Social Sciences
Business, Management and Accounting
","",NA
"3209","Kollar Sharon",35740731600,2,"Social Sciences
Psychology
","",NA
"3210","Kordzek Andrea",56644814200,2,"Social Sciences
Veterinary
","",NA
"3211","Korobeynikov Dmitry",57209411178,2,"Arts and Humanities
Social Sciences
","",NA
"3212","Kost Peter P.",24082396600,2,"Psychology
Business, Management and Accounting
","",NA
"3213","Kotb Noor M.",57214083753,2,"Biochemistry, Genetics and Molecular Biology
Medicine
","",NA
"3214","Krahula Melodie M.",6506666802,2,"Psychology
Medicine
","",NA
"3215","Krammer Jamie",56451645900,2,"Social Sciences
","",NA
"3216","Krans Eric",57212104273,2,"Social Sciences
Engineering
Environmental Science
Decision Sciences
","",NA
"3217","Kravitz Joseph R.",15319204300,2,"Engineering
Earth and Planetary Sciences
","",NA
"3218","Krieger Veronica K.",56549848300,2,"Social Sciences
Health Professions
Neuroscience
","",NA
"3219","Krzykowski Linda",57195626398,2,"Business, Management and Accounting
Economics, Econometrics and Finance
Social Sciences
","",NA
"3220","Kuethe Maria",6508150158,2,"Psychology
","",NA
"3221","Kuettel Benjamin T.",57222631283,2,"Medicine
Social Sciences
","",NA
"3222","Kumar Maneesh",57194284591,2,"Materials Science
Biochemistry, Genetics and Molecular Biology
Engineering
Chemistry
","",NA
"3223","Kumar Maneesh",7403623071,2,"Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
","",NA
"3224","Kumar Nikhita",57226720135,2,"Medicine
","",NA
"3225","Kwiecinski F.",6506109045,2,"Immunology and Microbiology
","",NA
"3226","Kwon Hyun-kyoung",57215802205,2,"Mathematics
","",NA
"3227","Lackey Stephen",56114124800,2,"Social Sciences
Engineering
Computer Science
","",NA
"3228","Laffitte Jean Alex",57191805997,2,"Chemistry
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
","",NA
"3229","Lafleur Gloria J.",24547322500,2,"Biochemistry, Genetics and Molecular Biology
","",NA
"3230","LaMantia Vincent E.",57185747100,2,"Biochemistry, Genetics and Molecular Biology
Engineering
Materials Science
Chemistry
","",NA
"3231","Lapenas Andrei G.",23568092600,2,"Earth and Planetary Sciences
Agricultural and Biological Sciences
","",NA
"3232","Larney Lucille C.",53463903700,2,"Psychology
Medicine
Health Professions
","",NA
"3233","Latham K.",57198293831,2,"Multidisciplinary
Immunology and Microbiology
","",NA
"3234","Laurenti Helene J.",6506765704,2,"Psychology
Medicine
","",NA
"3235","Lauro William",36105269900,2,"Materials Science
Physics and Astronomy
Chemistry
Chemical Engineering
","",NA
"3236","Lavrijsen Rein",55587555400,2,"Engineering
Physics and Astronomy
","",NA
"3237","Law Kyle Fiore",57223029527,2,"Psychology
","",NA
"3238","Le Linh",27170413300,2,"Environmental Science
Medicine
","",NA
"3239","Lederer Klaus",56352029900,2,"Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Chemistry
Materials Science
","",NA
"3240","Lee Bomi",56124585000,2,"Neuroscience
Medicine
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
","",NA
"3241","Lee Donnett",57201722159,2,"Social Sciences
","",NA
"3242","Lee Minsun",57221217937,2,"Psychology
Medicine
Social Sciences
","",NA
"3243","Lee Robin",57197468199,2,"Psychology
Medicine
Social Sciences
","",NA
"3244","Lee Young-jin",57219134340,2,"Chemistry
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
","",NA
"3245","Leonardatos Harry",56355134100,2,"Social Sciences
","",NA
"3246","Leong Michael",56399043000,2,"Arts and Humanities
","",NA
"3247","Leung Shuyin",7202044784,2,"Social Sciences
","",NA
"3248","Li Haoyue Cecilia",57205576235,2,"Social Sciences
","",NA
"3249","Li Xiaohu",57192492576,2,"Computer Science
Mathematics
","",NA
"3250","Li Yonghong",37080616100,2,"Earth and Planetary Sciences
Physics and Astronomy
","",NA
"3251","Liao Hongbiao",7201506753,2,"Chemistry
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
","",NA
"3252","Lien John",57198816762,2,"Social Sciences
Arts and Humanities
","",NA
"3253","Lin Liling",55469888700,2,"Psychology
Arts and Humanities
Medicine
Social Sciences
","",NA
"3254","Linden Todd",56240686200,2,"Health Professions
Social Sciences
","",NA
"3255","Lisenby David",56418495800,2,"Arts and Humanities
Social Sciences
","",NA
"3256","Littman S. J.",57193300094,2,"Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
","",NA
"3257","Litto C.",23031457900,2,"Physics and Astronomy
Chemistry
","",NA
"3258","Liu Fushang",13003189500,2,"Economics, Econometrics and Finance
Social Sciences
","",NA
"3259","Liu Hongmei",57902512900,2,"Medicine
Health Professions
Environmental Science
Social Sciences
","",NA
"3260","Liu Wen",57209138368,2,"Social Sciences
","",NA
"3261","Liu Xia",57219290175,2,"Environmental Science
Engineering
Earth and Planetary Sciences
Pharmacology, Toxicology and Pharmaceutics
","",NA
"3262","Liu Ying",7410222554,2,"Multidisciplinary
Biochemistry, Genetics and Molecular Biology
","",NA
"3263","Livingston Matthew",57222590239,2,"Computer Science
Social Sciences
","",NA
"3264","Lochner L. R.",6603038827,2,"Biochemistry, Genetics and Molecular Biology
","",NA
"3265","Lodge Stephene N.",56663095800,2,"Biochemistry, Genetics and Molecular Biology
Chemistry
Multidisciplinary
","",NA
"3266","Lou Lailei",55218027600,2,"Social Sciences
Psychology
Computer Science
","",NA
"3267","Loughmiller-Newman Jennifer A.",24179401500,2,"Chemistry
Arts and Humanities
Social Sciences
","",NA
"3268","Luo Gan",57489086900,2,"Environmental Science
","",NA
"3269","Luo Hongxiu",23482300400,2,"Pharmacology, Toxicology and Pharmaceutics
Medicine
","",NA
"3270","Ma Donghui",57194444616,2,"Chemistry
Chemical Engineering
","",NA
"3271","Ma Junqing",7406201025,2,"Chemistry
Materials Science
","",NA
"3272","Macario Everly Conway De",56582022400,2,"Immunology and Microbiology
Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
","",NA
"3273","MacDonald Carolyn A.",57201537415,2,"Medicine
Nursing
","",NA
"3274","Mack Stephanie",35833245600,2,"Social Sciences
","",NA
"3275","Maclean Hugh",57189721708,2,"Arts and Humanities
Social Sciences
","",NA
"3276","Magnano Julienne",52864244000,2,"Social Sciences
Psychology
","",NA
"3277","Maguire Kathleen E.",16453835300,2,"Social Sciences
Psychology
Medicine
","",NA
"3278","Mallia Mary Ellen",55195576600,2,"Social Sciences
Environmental Science
Energy
","",NA
"3279","Mallik Pramit",57194856437,2,"Biochemistry, Genetics and Molecular Biology
Medicine
","",NA
"3280","Malone Margaret",57205193269,2,"Neuroscience
Psychology
","",NA
"3281","Maloneya Maxwell C.",57193833691,2,"Engineering
Materials Science
","",NA
"3282","Mangano Gian Carlo",16510652900,2,"Mathematics
Decision Sciences
","",NA
"3283","Manion Maureen D.",57188786055,2,"Social Sciences
Arts and Humanities
","",NA
"3284","Mapes Jeffrey",56221710600,2,"Social Sciences
","",NA
"3285","Marcantonio Richard P.",57201608535,2,"Chemistry
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
","",NA
"3286","Martinez Kimberly",57538141700,2,"Medicine
Psychology
","",NA
"3287","Martland T. R.",54887238500,2,"Arts and Humanities
Social Sciences
","",NA
"3288","Mashayekhi A.",6603735540,2,"Physics and Astronomy
Materials Science
","",NA
"3289","Mason Karen",57902302700,2,"Medicine
Health Professions
Environmental Science
Social Sciences
","",NA
"3290","Mastroianni Michael",55157020400,2,"Social Sciences
","",NA
"3291","Matala Rosemary",57222980675,2,"Medicine
Environmental Science
","",NA
"3292","Matale Rosemary",57217227163,2,"Medicine
Environmental Science
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
","",NA
"3293","Mathis Adrianna I.",57201670910,2,"Chemistry
","",NA
"3294","Matthews Stacy D.",8855813900,2,"Veterinary
Agricultural and Biological Sciences
","",NA
"3295","Maturi Kinnera S.",57215656956,2,"Psychology
Arts and Humanities
Social Sciences
Neuroscience
","",NA
"3296","Matyasovszky Gage",57277800500,2,"Psychology
","",NA
"3297","Maunu Haley A.",24476191700,2,"Physics and Astronomy
Computer Science
","",NA
"3298","Maxson Julie Hartley",25221742400,2,"Medicine
Psychology
","",NA
"3299","Mayo Helen N.",57190358234,2,"Arts and Humanities
Social Sciences
","",NA
"3300","Mazur Mark",7102655420,2,"Chemistry
","",NA
"3301","McCaffrey Dawn",8051661500,2,"Social Sciences
","",NA
"3302","McCann Michael",36908429700,2,"Psychology
","",NA
"3303","McDaniel Phillip",57194018056,2,"Medicine
","",NA
"3304","McDonald James",57902513200,2,"Medicine
Health Professions
Social Sciences
Environmental Science
","",NA
"3305","McGoldrick Leif K.",57210266788,2,"Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Engineering
Chemistry
Computer Science
","",NA
"3306","McGowan Stephanie",7006808553,2,"Psychology
","",NA
"3307","McHugh Suzanne",7006653630,2,"Medicine
","",NA
"3308","Meissner Jeffrey S.",8981175800,2,"Psychology
Agricultural and Biological Sciences
","",NA
"3309","Meldrum Megan",57902303000,2,"Medicine
Health Professions
Social Sciences
Environmental Science
","",NA
"3310","Meldrum Sean C.",36891209000,2,"Medicine
","",NA
"3311","Mele Danielle",24464334700,2,"Social Sciences
Psychology
","",NA
"3312","Mele-Taylor Danielle",56107011000,2,"Psychology
Social Sciences
","",NA
"3313","Meyer Michelle",57218824923,2,"Psychology
","",NA
"3314","Miao Jing-Wei",24383830400,2,"Physics and Astronomy
Materials Science
","",NA
"3315","Migliore Natalie",57902513300,2,"Medicine
Health Professions
Environmental Science
Social Sciences
","",NA
"3316","Miller Michael R.",57059621900,2,"Materials Science
Chemistry
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
","",NA
"3317","Mills Joyce R.",7402861974,2,"Psychology
Medicine
Arts and Humanities
","",NA
"3318","Mir Hirah A.",57193788513,2,"Social Sciences
Business, Management and Accounting
","",NA
"3319","Mirza Jawid M.",7004501942,2,"Physics and Astronomy
Materials Science
","",NA
"3320","Mitchell Nick",7102467114,2,"Social Sciences
Medicine
Psychology
","",NA
"3321","Miyagi Shinji",57205907887,2,"Medicine
","",NA
"3322","Moghe Amruta",57902513400,2,"Medicine
Health Professions
Social Sciences
Environmental Science
","",NA
"3323","Moller Mary",57207690539,2,"Medicine
Social Sciences
","",NA
"3324","Momin Nehalraza",57902935600,2,"Medicine
Health Professions
Social Sciences
Environmental Science
","",NA
"3325","Monaco Eugene",56114117000,2,"Social Sciences
Engineering
Computer Science
","",NA
"3326","Monserrat Joseph M.",26668016200,2,"Medicine
","",NA
"3327","Montiel Lisa",15767644200,2,"Arts and Humanities
Social Sciences
","",NA
"3328","Moody R. H.",16473563900,2,"Earth and Planetary Sciences
","",NA
"3329","Moomtaheen Fariha",57468850100,2,"Computer Science
Engineering
","",NA
"3330","Morello Robert",57197322566,2,"Neuroscience
Biochemistry, Genetics and Molecular Biology
","",NA
"3331","Moreno-Jimenez Daniel A.",57038889500,2,"Environmental Science
Chemistry
Energy
Chemical Engineering
","0000-0002-2229-1350",NA
"3332","Morfopoulos Richard",6505876640,2,"Business, Management and Accounting
Psychology
","",NA
"3333","Morier Rachel G.",55970531600,2,"Arts and Humanities
Social Sciences
Psychology
","",NA
"3334","Morris Maryellen D.",7402877951,2,"Arts and Humanities
Psychology
Neuroscience
Biochemistry, Genetics and Molecular Biology
","",NA
"3335","Mossl B.",6505770800,2,"Environmental Science
Earth and Planetary Sciences
","",NA
"3336","Moussa Salah L.",24746350100,2,"Medicine
","",NA
"3337","Movassagh Hooman",56373446200,2,"Social Sciences
","",NA
"3338","Mowry Emily S.",6508142301,2,"Medicine
Social Sciences
Psychology
","",NA
"3339","Muckenhoupto Benjamin",57189203712,2,"Mathematics
","",NA
"3340","Munshi Sachin",57204052719,2,"Mathematics
","",NA
"3341","Muro Alex",57212104482,2,"Social Sciences
Engineering
Environmental Science
Decision Sciences
","",NA
"3342","Murphy Rebecca E.",7403470728,2,"Neuroscience
Agricultural and Biological Sciences
Medicine
","",NA
"3343","Murray Jessica L.",57203303941,2,"Psychology
Social Sciences
Neuroscience
","",NA
"3344","Naar S.",6506733193,2,"Materials Science
","",NA
"3345","Nagano H.",57216114637,2,"Earth and Planetary Sciences
Physics and Astronomy
","",NA
"3346","Naik Ankana S.",57213278355,2,"Biochemistry, Genetics and Molecular Biology
Neuroscience
","",NA
"3347","Nair Arshad Arjunan",57684780000,2,"Earth and Planetary Sciences
Environmental Science
Pharmacology, Toxicology and Pharmaceutics
","",NA
"3348","Najafzadeh Haleh",6505860969,2,"Engineering
","",NA
"3349","Nakashima Manabu",37049196900,2,"Computer Science
Engineering
","",NA
"3350","Nandigama Dhanisha",57218387517,2,"Psychology
","",NA
"3351","Napier Margaret",54883647000,2,"Chemistry
","",NA
